title,subtitle,
"Frases sobre milícias foram tiradas de contexto, diz Flávio","<p class=""text"">
	Filho mais velho do presidente Jair Bolsonaro, o deputado estadual e senador eleito Flávio Bolsonaro (PSL-RJ) disse, em entrevista a jornal da emissora SBT, que é ""contra milícias"", e que frases que ele havia dito sobre o tema, em um debate na Assembleia Legislativa do Rio de Janeiro (Alerj) em 2007, foram tiradas de contexto. Em relação a homenagens que fez a PMs acusados de comandar um dos grupos milicianos mais antigos do Estado, em Rio das Pedras, Flávio justificou que já ofereceu ""centenas"" de moções parabenizando profissionais de segurança pública e que não sabia, à época, sobre as acusações. Um dos homenageados estava preso no momento em que o pedido de homenagem foi protocolado.
</p>",
Maduro se agarra em Exército e TSJ e fala em 'diálogo',"<p class=""text"">
	Socorrido pelas Forças Armadas e pelo Tribunal Supremo de Justiça (TSJ) e com o apoio externo de Rússia, Turquia e China, o presidente da Venezuela, Nicolás Maduro, afirmou nesta quinta-feira (24) que não abrirá mão do poder.
</p>",
Tribunal da Lava Jato nega a Lula novo interrogatório,"<p class=""text"">
	O Tribunal Regional Federal da 4ª Região (TRF4) negou nesta quarta-feira, 23, seguimento a um Habeas Corpus (HC) impetrado pela defesa de Luiz Inácio Lula da Silva que buscava reverter a decisão do juízo da 13ª Vara Federal de Curitiba de não ouvi-lo novamente na ação penal da Operação Lava Jato referente a um terreno destinado para o Instituto Lula em São Paulo (SP) e um apartamento em São Bernardo do Campo (SP). A decisão foi tomada pela 8ª Turma, de maneira unânime, ao negar provimento ao recurso de agravo regimental no processo.
</p>",
"'Presidente deve seguir protocolo no Enem', diz diretora","<p class=""text"">
	""Se o presidente da República quer ver a prova, ele tem essa prerrogativa e não há nenhum risco de vazamento, desde que seguido o protocolo de segurança"", diz Eunice Santos, que foi diretora da área responsável pela segurança do Exame Nacional do Ensino Médio (Enem) nas últimas duas edições. Desde que o presidente Jair Bolsonaro afirmou que em 2019 leria a prova antes de ser aplicada, há grande preocupação de que a interferência possa colocar em risco o sigilo do exame.
</p>",
Bolsonaro: Flávio 'não pode ser culpado' por milicianos,"<p class=""text"">
	O presidente Jair Bolsonaro (PSL-RJ) disse que seu filho, o senador eleito Flávio Bolsonaro, não pode ser culpado pelas homenagens que fez a acusados de comandar milícias no Rio de Janeiro. Em entrevista ao jornal americano <em>Washington Post</em>, presidente disse que Flávio, então deputado na Assembleia Legislativa do Rio de Janeiro (Alerj), fez ""mais de 300 diferentes condecorações e títulos de honra"" a profissionais de segurança pública, e que não poderia ser responsabilizado por duas em que poderia haver irregularidades.
</p>",
"Mourão : ""Tem de arrumar uma solução para Maduro ir embora""","<p class=""text"">
	O presidente em exercício, Hamilton Mourão, defendeu como solução para a Venezuela a saída de Nicolás Maduro do país. ""Isso eu já falei várias vezes. Tem de arrumar uma solução para o Maduro ir embora, né? Embarca lá com o bandão dele para algum país aí que o receba e pronto, segue o baile, a Venezuela volta a tentar se reorganizar democraticamente"", declarou Mourão ao deixar o <strong>Palácio do Planalto</strong> nesta quinta-feira, 24.
</p>",
Hospitais federais do Rio serão reestruturados por militares,"<p class=""text"">
	SÃO PAULO - Militares das Forças Armadas e profissionais de hospitais privados renomados, como Sírio-Libanês e Albert Einstein, farão parte de uma ação integrada do Ministério da Saúde para tentar melhorar as condições de seis hospitais federais do Rio, todos afetados pela crise econômica.
</p>",
Guaidó x Maduro: Quem apoia os dois presidentes da Venezuela?,"<p class=""text"">
	A oposição venezuelana aumentou a pressão contra o presidente Nicolás Maduro depois que o líder do Congresso, Juan Guaidó, se autodeclarou presidente interino do país com o apoio dos Estados Unidos e de grande parte da América Latina.
</p>",
"Demarcações não seguirão ""ideologismos"", diz Tereza Cristina","<p class=""text"">
	A ministra da Agricultura, Tereza Cristina, confirmou nesta quinta-feira, 24, em Londrina (PR), que toda a parte fundiária da Fundação Nacional do Índio (Funai) vai migrar para o Instituto de Colonização e Reforma Agrária (Incra), conforme foi publicado na página do Twitter do Ministério da Agricultura.
</p>",
Juiz intima Palocci para depor contra Lula em caso de caças,"<p class=""text"">
	O juiz Vallisney de Souza Oliveira, da 10ª Vara Federal de Brasília, intimou o ex-ministro da Fazenda Antônio Palocci para depôr no dia 18 de março em ação, no âmbito da Operação Zelotes, em que o ex-presidente Luiz Inácio Lula da Silva é réu pelos crimes de tráfico de influência, organização criminosa e lavagem de dinheiro na compra de caças Gripen pelo governo federal em 2012.
</p>",
PT declara apoio a Maduro e é criticado por Bolsonaro,"<p class=""text"">
	O PT emitiu nota em seu site oficial na qual defende o governo de Nicolás Maduro na Venezuela e critica o apoio do presidente Jair Bolsonaro (PSL) e do presidente americano, Donald Trump, ao líder oposicionista e autodeclarado presidente encarregado, Juan Guaidó. ""Não compete ao Brasil nem a outros países decidir quem deve ou não governar a Venezuela, que tem um presidente eleito pela maioria da população"", diz a nota assinada pela presidente do PT, senadora Gleisi Hoffmann.
</p>",
Governo Bolsonaro: Como funcionaria a plataforma 'inspirada em Uber' proposta por Moro contra o crime organizado,"<p class=""text"">
	O ministro da Justiça e Segurança Pública, Sergio Moro, defendeu nesta quinta-feira em Davos, na Suíça, uma articulação maior entre empresas e órgãos de investigação no combate ao crime, independentemente de acordos formais de cooperação entre países.
</p>",
Pinturas de Hitler são colocadas à venda por casa de leilões,"<p class=""text"">
	Os quadros — três aquarelas retratando uma paisagem de montanha, um rio e uma figura distante sentada debaixo de uma árvore — não são muito diferentes de produtos à venda em mercados de pulga por todo o mundo, com a exceção do nome assinado no canto das telas: ""<strong>A.Hitler</strong>"".
</p>",
Crise na Venezuela: o que levou o país vizinho ao colapso econômico e à maior crise de sua história,"<p class=""text"">
	A crise na Venezuela, que neste início de 2019 vive a instalação de um governo paralelo ao do presidente eleito, Nicolás Maduro, vem ganhando contornos de tragédia há alguns anos.
</p>",
Rússia: Parlamento apoia prisão por insulto a autoridades,"<p class=""text"">
	Parlamentares russos apoiaram uma proposta nesta quinta-feira que prevê prisão por até 15 dias para quem insultar autoridades online e outra proibindo a disseminação de notícias falsas, em medidas que a oposição afirma que visam reprimir dissidência.
</p>",
Reconhecimento facial: o programa que pode ajudar a combater o tráfico de chimpanzés,"<p class=""text"">
	Os traficantes de animais selvagens que se cuidem! Um software que reconhece o rosto de pessoas em postagens em redes sociais está sendo adaptado para combater com o comércio ilegal de chimpanzés.
</p>",
"Com o mundo de olho, Guaidó mantém pressão sobre Maduro","<p class=""text"">
	A oposição venezuelana tentará manter a pressão contra o isolado presidente Nicolás Maduro nesta quinta-feira, depois que o líder do Congresso, Juan Guaidó, se autodeclarou presidente interino do país com o apoio de diversos países da região.
</p>",
"O governo nunca irá interferir com investigadores, diz Moro","<p class=""text"">
	O ministro da Justiça e Segurança Pública, Sérgio Moro, afirmou que o governo federal não intervirá na investigação das transações financeiras suspeitas envolvendo o senador eleito Flávio Bolsonaro (PSL) e seus assessores. Em entrevista para a Agência Reuters em Davos, na Suíça, Moro disse que a investigação é preliminar e está nas mãos dos promotores estaduais.
</p>",
EUA não aceitam ordem de expulsão de Maduro da Venezuela,"<p class=""text"">
	O secretário de Estados americano, <strong>Mike Pompeo</strong>, disse na noite desta quarta-feira, 23, que <strong>Nicolás Maduro</strong> não tem autoridade legal para romper relações diplomáticas com os Estados Unidos, pois Washington não reconhece seu governo. Ele também afirmou que o governo americano não vai retirar seus diplomatas da Venezuela, o que significa ignorar uma ordem emitida mais cedo por Maduro.
</p>",
Prisão de major da PM no Rio emociona mães que exigiam justiça por chacina desde 2003,"<p class=""text"">
	A notícia da prisão do major Ronald Paulo Alves Pereira na operação ""Os Intocáveis"", buscando desbaratar uma das maiores milícias na zona oeste do Rio, reverberou na casa de três famílias em outra parte da cidade com forte emoção e alívio.
</p>",
Palocci diz que propina pagou pesquisas para o PT,"<p class=""text"">
	O ex-ministro Antonio Palocci afirmou, em acordo de delação premiada, que um acerto de propinas com a empreiteira Andrade Gutierrez bancou pesquisas eleitorais para o PT em 2010, quando a sigla já havia definido a ex-ministra Dilma Rousseff como candidata à sucessão de Luiz Inácio Lula da Silva.
</p>",
BRF vê perda de R$ 45 milhões com sauditas,"<p class=""text"">
	A BRF prevê retomar em até três meses o patamar anterior de embarques de carne de frango para a Arábia Saudita, após o país anunciar o descredenciamento de unidades frigoríficas brasileiras.
</p>",
"Pressionado, governo quer plano de comunicação para redes","<p class=""text"">
	BRASÍLIA - Diante do desgaste com a informação de movimentações financeiras do senador eleito Flávio Bolsonaro (PSL-RJ) e de um de seus ex-assessores, Fabrício Queiroz, consideradas atípicas pelo Conselho de Controle de Atividades Financeiras (Coaf), o Palácio do Planalto tenta concluir a reestruturação da <strong>Secretaria Especial de Comunicação Social (Secom)</strong> e faz anúncios de corte de verbas publicitárias. A crise envolvendo Flávio, filho do presidente Jair Bolsonaro, aumentou a cobrança de núcleos do governo sobre o secretário da Secom, <strong>Floriano Barbosa</strong>, para levantar uma agenda positiva que reanime a militância nas redes sociais.
</p>",
Mourão diz que não é favorável à privatização dos Correios,"<p class=""text"">
	O presidente em exercício, Hamilton Mourão, afirmou que não é favorável à privatização dos Correios ""por enquanto. Na manhã desta quinta-feira, 24, ele foi a uma cerimônia de comemoração dos 365 anos do órgão e homenagem ao Dia do Carteiro, em Brasília.
</p>",
"Diplomatas do Brasil em Caracas ignorarão Maduro, diz Araújo","<p class=""text"">
	DAVOS - Num gesto diplomático de apoio a Juan Guaidó, o Itamaraty orientou seus diplomatas em Caracas a responder apenas ao presidente da Assembleia Nacional, considerado a partir de quarta-feira, 23, como a única autoridade legítima e reconhecida pelo Brasil.
</p>",
"'Esperamos o pior', diz Bolsonaro sobre crise na Venezuela","<p class=""text"">
	O presidente Jair Bolsonaro afirmou nesta quarta-feira estar preocupado com a possibilidade de que haja uma resistência por parte de Nicolás Maduro, diante da decisão de Brasil, EUA, Colômbia e outros países de reconhecer o opositor Juan Guaidó como o presidente legítimo da Venezuela.
</p>",
SP: Prefeitura terá R$ 56 mi de multas para reparar viadutos,"<p class=""text"" dir=""ltr"">
	A Prefeitura de São Paulo decidiu usar uma verba de R$ 55,9 milhões que será arrecadada com multas de trânsito neste ano para o conserto de pontes e viadutos com riscos estruturais, como a alça de acesso à Via Dutra pela Marginal do Tietê interditada desde a noite de quarta-feira, 23. O montante será complementado aos R$ 31,7 milhões já previstos no orçamento para este fim. A transferência foi autorizada pelo Fundo Municipal de Desenvolvimento do Trânsito (FMDT), gestor das receitas de multas.
</p>",
Mourão: Brasil não participa de intervenção em outros países,"<p class=""text"">
	O presidente em exercício, Hamilton Mourão, descartou a possibilidade de uma participação brasileira em uma eventual ação militar externa na Venezuela após o Brasil e os Estados Unidos reconheceram o líder opositor Juan Guaidó como presidente interino do país vizinho.
</p>",
Maduro rompe relações diplomáticas com os Estados Unidos,"<p class=""text"">
	O presidente venezuelano, Nicolás Maduro, disse nesta quarta-feira que está rompendo relações com os Estados Unidos, após o governo do presidente norte-americano, Donald Trump, reconhecer o líder da oposição, Juan Guaidó, como presidente interino da Venezuela.
</p>",
Saúde: Repasses irregulares a hospitais chegam a R$ 76 mi,"<p class=""text"">
	O Ministério da Saúde repassou R$ 76 milhões de emendas parlamentares para hospitais e clínicas particulares, o que é proibido por lei. A verba, suficiente para custear por um ano 21 das mais complexas Unidades de Pronto Atendimento (UPA), foi transferida para que estabelecimentos pudessem pagar despesas corriqueiras, como contas de água, luz, telefone, combustível ou manutenção de equipamentos.
</p>",
Jovem grávida é morta pelo namorado no interior de SP,"<p class=""text"">
	Um adolescente de 17 anos foi apreendido na noite desta terça-feira, 22, em Ibaté, no interior de São Paulo, sob a acusação de matar a namorada de 22 anos.
</p>",
Estudo detecta substâncias potencialmente tóxicas em fraldas,"<p class=""text"">
	Dezenas de substâncias potencialmente tóxicas foram encontradas em fraldas descartáveis na França, segundo um estudo divulgado nesta quarta-feira (23) pela Agência Francesa para Segurança Alimentar, Ambiental e do Trabalho (Anses).
</p>",
"Mourão: Se for o caso, é preciso punir Flávio Bolsonaro","<p class=""text"">
	O presidente em exercício, Hamilton Mourão, voltou a dizer que é preciso investigar o caso envolvendo o senador eleito Flávio Bolsonaro (PSL-RJ), e que, se ficar comprovado participação dele, deve sim acarretar em eventuais punições, ao comentar declaração do presidente Jair Bolsonaro em Davos sobre o episódio.
</p>",
Guaidó se declara presidente interino da Venezuela,"<p class=""text"">
	O presidente da Assembleia Nacional da Venezuela, controlada pela oposição, Juan Guaidó, prestou juramento nesta quarta-feira como presidente interino do país durante uma grande manifestação em Caracas.
</p>",
Trump reconhece Guaidó como presidente interino da Venezuela,"<p class=""text"">
	O presidente dos Estados Unidos, Donald Trump, reconheceu nesta quarta-feira o líder da oposição na Venezuela Juan Guaidó como presidente interino do país, aumentando a pressão sobre o presidente Nicolás Maduro.
</p>",
"Metas são as que tem chances de serem executadas, diz Onyx","<p class=""text"">
	O ministro-chefe da Casa Civil, Onyx Lorenzoni, começou a apresentar o plano de metas para os primeiros 100 dias do governo do presidente Jair Bolsonaro nesta quarta-feira, 23. Ele explicou que a definição dos objetivos levou em conta a possibilidade de serem cumpridos neste início de gestão e o significado das medidas para a população.
</p>",
Pacote de Moro propõe ampliar confisco de bens,"<p class=""text"">
	O ministro da Justiça e Segurança Pública, Sérgio Moro, vai defender no Congresso mudanças na legislação para permitir o confisco de bens comprados com recursos ilícitos ou derivados de crime, mesmo que não haja comprovação de que tenham sido obtidos ilegalmente. No pacote que pretende encaminhar em fevereiro aos parlamentares, Moro vai incluir o chamado confisco alargado, que autoriza o poder público a retirar da propriedade de condenados por crimes como corrupção, tráfico de drogas e associação criminosa tudo aquilo cuja origem eles não conseguirem comprovar como lícita.
</p>",
Como Flávio Bolsonaro ocupou um cargo na Câmara dos Deputados enquanto fazia faculdade e estágio no Rio,"<p class=""text"">
	Entre 2000 e 2002, Flávio Bolsonaro, então com 19 anos, acumulou três ocupações em duas cidades diferentes: faculdade presencial diária de Direito e estágio voluntário duas vezes por semana no Rio de Janeiro, e um cargo de 40 horas semanais na Câmara dos Deputados, em Brasília.
</p>",
"Queda de avião de Zavascki foi acidental, diz investigação","<p class=""text"">
	A queda do avião que resultou na morte do então ministro do Supremo Tribunal Federal (STF) Teori Zavascki foi acidental e não houve crime, concluíram as investigações do Ministério Público Federal e da Polícia Federal, que apontaram para falha do piloto.
</p>",
Bolsonaro e ministros cancelam entrevista coletiva em Davos,"<p class=""text"">
	O Fórum Econômico Mundial oficializou que a participação da comitiva brasileira em Davos, com coletiva dos ministros Paulo Guedes (Economia) e Sérgio Moro (Justiça) e declaração do presidente Jair Bolsonaro, foi cancelada.
</p>",
Base de mísseis secreta é descoberta na Coreia do Norte,"<p class=""text"">
	Um relatório feito pelo Centro de Estudos Estratégicos e Internacionais (CSIS) dos Estados Unidos identificou uma base secreta da Coreia do Norte, que pode abrigar mísseis balísticos, localizada a cerca de 212 quilômetros a noroeste de Seul.
</p>",
Bolsonaro e Guedes sobre Doria em Davos: possível presidente,"<p class=""text"">
	O governador de São Paulo, João Doria, foi apontado pelo presidente Jair Bolsonaro e o ministro da Fazenda, Paulo Guedes, como o possível presidente da República no futuro. A indicação foi feita durante uma reunião com cerca de 50 investidores - a maioria deles estrangeiros - durante evento fechado à imprensa organizado pela comitiva brasileira durante o Fórum Econômico Mundial, de Davos, como descreveu um participante do encontro.
</p>",
Supremo dos EUA autoriza proibição de militares transgênero,"<p class=""text"">
	A Suprema Corte dos Estados Unidos autorizou nesta terça-feira (23) que a decisão do presidente Donald Trump de proibir pessoas transgênero de prestar serviço militar entre em vigor no país.
</p>",
MPF arquiva investigação sobre morte de Teori Zavascki,"<p class=""text"">
	O Ministério Público Federal (MPF) em Angra dos Reis (RJ) anunciou nesta quarta-feira, 23, o arquivamento da investigação sobre a morte do ministro do Supremo Tribunal Federal (STF) Teori Zavascki, num acidente aéreo em janeiro de 2017, em Paraty, no litoral sul fluminense. Além dele, outras quatro pessoas morreram no acidente. Os procuradores afastaram completamente a hipótese de homicídio.
</p>",
Chris Brown é solto menos de 24 horas após prisão em Paris,"<p class=""text"">
	Chris Brown foi solto nesta terça-feira, 22, após ter ficado menos de 24 horas preso. Ele, um amigo e o guarda-costas foram detidos um dia antes, em Paris, após denúncia de estupro.
</p>",
"""Se Flávio errou, terá de pagar e eu lamento"", diz Bolsonaro","<p class=""text"">
	O presidente <strong>Jair Bolsonaro</strong> diz que lamentará, como pai, se as suspeitas sobre o filho <strong>Flávio Bolsonaro</strong> forem confirmadas. Ele disse que, caso isso aconteça, o senador eleito pelo PSL-RJ deve ser punido e chamou as acusações de ""ações inaceitáveis"".
</p>",
RJ: Escutas captam ameaças de milicianos contra moradores,"<p class=""text"">
	Escutas telefônicas feitas pelo Ministério Público do Rio de Janeiro revelam ações de milicianos presos na <em>Operação Os Intocáveis</em>. Cinco supostos integrantes de uma milícia que atua em Rio das Pedras, na Barra da Tijuca, foram detidos na última terça-feira, 22.
</p>",
Brasil é último da lista de países para investir em ranking,"<p class=""text"">
	DAVOS, Suíça - O Brasil não só precisa de recursos estrangeiros, mas enfrenta também outro problema: necessita mostrar que é confiável para recebê-los. O País ficou no último lugar da lista de melhores nações para se investir, de acordo com o ranking anual do conglomerado americano de comunicações <strong>US News</strong>. O País, que é maior economia da América Latina, ocupou a 26ª colocação nesse segmento. No ranking geral, que avalia os melhores países para se viver, estão elencados 80 países. Encabeçaram o rol Uruguai, Arábia Saudita, Costa Rica, Luxemburgo, Índia e Polônia.
</p>",
Governo agora vê rejeição a Renan como trunfo no Senado,"<p class=""text"">
	BRASÍLIA - O governo Jair Bolsonaro tenta manter o senador Renan Calheiros (MDB-AL) como candidato rival na disputa pela presidência do Senado. A estratégia tem como objetivo usar a rejeição ao emedebista na opinião pública para turbinar uma candidatura mais afinada com o Palácio do Planalto, que seria classificada como ""anti-Renan"".
</p>",
Presidente do BID se mostra entusiasmado com Paulo Guedes,"<p class=""text"">
	Entusiasmado com o Brasil, o presidente do Banco Interamericano de Desenvolvimento (BID), Luis Alberto Moreno, afirmou nesta quarta-feira, 23, ao <em>Estadão/Broadcast</em> que os próximos meses serão um teste para o novo governo implantar seu programa. ""Temos grande entusiasmo ao olhar todas as questões que o ministro está falando. Agora vem a parte mais difícil, que é a de colocar e ter sucesso em todas essas ideias"", disse o executivo após reunião com o ministro da Economia brasileiro, Paulo Guedes. O encontro bilateral foi a primeira agenda do dia do titular da Pasta no Fórum Econômico Mundial, em Davos, desta quarta-feira.
</p>",
Receita vai investigar Flávio e Queiroz por caso Coaf,"<p class=""text"">
	BRASÍLIA - A Receita Federal vai fechar o cerco em torno dos deputados estaduais do Rio e servidores da Assembleia Legislativa do Estado envolvidos com movimentações financeiras consideradas atípicas pelo Conselho de Controle de Atividades Financeiras (Coaf). Entre os alvos, estão Flávio Bolsonaro (PSL) e seu ex-assessor Fabrício Queiroz. A partir desta semana, o Fisco começa a fazer o cruzamento das informações levantados pelo Coaf com as declarações de Imposto de Renda dos citados na <strong>Operação Furna da Onça</strong>.
</p>",
"GM não está blefando, diz sindicalista","<p class=""text"">
	Em reunião na terça-feira, 22, com dirigentes sindicais de São Caetano do Sul e de São José dos Campos (SP), o presidente da General Motors Mercosul, Carlos Zarlenga, confirmou que a situação da empresa é crítica e que medidas precisam ser adotadas com urgência para garantir novos investimentos. A ideia é evitar o fechamento de fábricas, a exemplo do que está ocorrendo nos EUA e em outros países.
</p>",
Previdência: estados querem maior contribuição de servidores,"<p class=""text"">
	BRASÍLIA E DAVOS - Com um rombo na <strong>Previdência</strong> próximo dos R$ 100 bilhões, os Estados que ainda não elevaram suas alíquotas previdenciárias querem que o governo federal adote essa medida para evitar o desgaste político local de ter de propor o aumento às Assembleias Legislativas. A Constituição prevê que a contribuição previdenciária cobrada dos servidores da União serve de piso para alíquota praticada em Estados e municípios.
</p>",
,,
Bolsonaro quer construir até oito usinas nucleares no País,"<p class=""text"">
	O Ministério de Minas e Energia (MME) declarou que pretende retomar o plano de construir entre quatro e oito novas usinas nucleares no País. A informação foi confirmada por meio de nota enviada pelo ministério, ao defender a conclusão de Angra 3, no Rio.
</p>",
"Em Davos, Flávio Bolsonaro vira tema a ser evitado","<p class=""text"">
	Há um enorme elefante branco em Davos: Flávio Bolsonaro. Enquanto o novo governo tenta se apresentar ao mundo e insistir que, sob Jair Bolsonaro, o País vai lutar contra a corrupção, as suspeitas envolvendo seu próprio filho dominam as conversas nos corredores do Fórum Econômico Mundial - aberto nesta terça-feira, 22 - e fazem parte da curiosidade da imprensa estrangeira.
</p>",
"PT, PSB e PSOL anunciam bloco de oposição na Câmara","<p class=""text"">
	O PT, o PSB e o PSOL anunciaram nesta terça-feira (22) a formação de um bloco de oposição ao governo federal na Câmara dos Deputados.
</p>",
"Interferência de Onyx no Senado pode atrapalhar, diz Olímpio","<p class=""text"">
	Candidato à Presidência do Senado, o senador eleito Major Olímpio (PSL-SP) disse nesta terça-feira, 22, que segue articulando a construção de uma candidatura anti-Renan Calheiros (MDB-AL) e que vê com incômodo a suposta interferência do ministro da Casa Civil, Onyx Lorenzoni (DEM-RS), em prol de seu partido, o Democratas, na eleição interna. ""Cada um esperneia como quer. Eu acho que o governo tem de ser governo, se alguém estiver com condutas partidárias, muitas vezes pode atrapalhar o governo"", disse.
</p>",
"Dólar fecha acima de R$ 3,80 após fala de Bolsonaro em Davos","<p class=""text"">
	O dólar avançou ante o real nesta terça-feira e fechou acima de 3,80 reais, após notícias de recuo nas negociações comerciais entre Estados Unidos e China e com a ausência de informações sobre a reforma da Previdência no discurso do presidente Jair Bolsonaro no Fórum Econômico Mundial, em Davos.
</p>",
"'A corrupção é causa de morte social', diz Raquel Dodge","<p class=""text"">
	A procuradora-geral da República, Raquel Dodge, disse nesta terça, 22, que ""a corrupção é causa de morte social"". ""Ela (a corrupção) fere a integridade do tecido social, ela deteriora a confiança nas relações humanas e das pessoas em relação às autoridades governamentais"", disse a chefe do Ministério Público Federal.
</p>",
Bolsonaro promete apresentar Previdência em reunião fechada,"<p class=""text"">
	Se em seu discurso público em Davos o presidente Jair Bolsonaro deu poucos detalhes sobre a reforma que apresentará para modificar a Previdência, o tom foi diferente quando ele e seus ministros entraram em uma sala exclusiva, apenas com os presidentes de algumas das maiores empresas do mundo.
</p>",
"Em Davos, Guedes diz que haverá consenso para Previdência","<p class=""text"">
	Enquanto o presidente Jair Bolsonaro ignorou a reforma da Previdência no discurso de abertura do<b> </b>Fórum Econômico Mundial, o ministro da Economia, Paulo Guedes, tratou de transmitir uma mensagem forte aos investidores em encontro promovido pelo Itaú Unibanco. Guedes afirmou que haverá consenso no Congresso para aprovar a proposta de emenda constitucional.
</p>",
"Emocionada, Marta destaca luta do futebol feminino no Brasil","<p class=""text"">
	A Seleção Brasileira de futebol feminino está treinando na Granja Comary, em Teresópolis, visando a disputa da Copa do Mundo, que será realizada entre os dias sete de junho e sete de julho na França. Prestes a jogar seu quinto Mundial, Marta foi às lágrimas ao relembrar Pretinha e Formiga e traçar um panorama do crescimento da modalidade no Brasil.
</p>",
Redação do Enem: as lições e dicas de três estudantes que conseguiram tirar nota mil,"<p class=""text"">
	Entre os 5.513.747 participantes do Exame Nacional do Ensino Médio (Enem) de 2018, só 55 deles receberam nota mil, a pontuação máxima, na redação.
</p>",
Mergulhadores nadam com o maior tubarão-branco já registrado,"<p class=""text"">
	É difícil parar de olhar para essas fotos da vida selvagem: uma mergulhadora ao lado de um tubarão-branco gigantesco. Dá para sentir calafrio só de ver. Imagine, então, a sensação dentro da água.
</p>",
,,
Comunicação de Bolsonaro será coordenada por militares,"<p class=""text"">
	A comunicação do governo do presidente Jair Bolsonaro será coordenada por militares vindos do Exército. A administração federal organiza uma reestruturação da Secretaria Especial de Comunicação (Secom) que deverá ser formalizada em fevereiro. As mudanças ocorrem após recuos do presidente verificados nos primeiros dias de governo e desencontros de informações entre integrantes do governo.
</p>",
Economista é indicado para assumir diretoria do Enem,"<p class=""text"">
	O Ministério da Educação (MEC) indicou Paulo César Teixeira, economista e administrador, para assumir a Diretoria de Avaliação do Ensino Básico (Daeb) do Instituto Nacional de Estudos e Pesquisas Educacionais (Inep), área responsável pela elaboração do Exame Nacional do Ensino Médio (Enem).
</p>",
"Faremos reformas que o mundo espera, diz Bolsonaro em Davos","<p class=""text"">
	O presidente Jair Bolsonaro fez nesta terça-feira, 22, um discurso de apenas 6 minutos na abertura do Fórum Econômico Mundial, em Davos, na Suíça. Ele afirmou que, nas eleições, sua campanha gastou ""menos de US$ 1 milhão"", teve apenas oito segundos de tempo de propaganda gratuita na televisão e foi ""injustamente atacado a todo tempo"", mas, mesmo assim, conseguiu a vitória. ""Assumi o Brasil em uma profunda crise ética, moral e econômica.""
</p>",
Moro apoia investigação sobre dinheiro chavista no Brasil,"<p class=""text"">
	O <strong>ministro brasileiro da Justiça, Sérgio Moro</strong>, afirmou nesta terça-feira, 22, que o Brasil não descarta tomar medidas para investigar o fluxo financeiro venezuelano no País. Moro garantiu, no entanto, que o governo não atuará apenas por critério político ou sob consideração diplomática, mas com base na Justiça.
</p>",
Bolsonaro em Davos: as 4 promessas que o presidente fez ao mundo no Fórum Econômico Mundial,"<p class=""text"">
	No Fórum Econômico Mundial, em Davos, na Suíça, o presidente Jair Bolsonaro fez um discurso focado em atrair investidores e parceiros estrangeiros. Chegou a prometer que, até o fim do mandato, o Brasil será um dos 50 melhores países do mundo para se investir em negócios.
</p>",
Qual é o planeta mais próximo da Terra (e por que a resposta pode surpreender você),"<p class=""text"">
	Há coisas que aprendemos na escola e damos como certas para o resto de nossas vidas. Por exemplo, a ordem dos planetas.
</p>",
Muro de Trump: 7 gráficos para entender polêmico projeto na fronteira EUA-México que paralisou governo americano,"<p class=""text"">
	Um impasse sobre o financiamento do muro prometido pelo presidente Donald Trump para a fronteira dos Estados Unidos com o México resultou na mais longa paralisação já registrada no governo americano.
</p>",
Amazon amplia operação própria e bate de frente com gigantes do varejo no País,"<p class=""text"">
	Fraldas, ferramentas, produtos de limpeza, de beleza e aparelhos para a casa se espalham pelos 40 mil m² do primeiro centro de distribuição da Amazon no Brasil. O espaço, equivalente a seis campos de futebol, é o símbolo de um aguardado movimento da gigante global de e-commerce no País. Passados mais de seis anos de sua chegada ao Brasil, a Amazon finalmente começa nesta terça-feira, 22, a trabalhar com estoque próprio de 120 mil produtos e a vender diretamente ao consumidor final.
</p>",
GM quer 'sacrifícios' de funcionários para investir no País,"<p class=""text"">
	O presidente da General Motors Mercosul, Carlos Zarlenga, deve explicar nesta terça-feira, 22, aos representantes de trabalhadores das fábricas de São Caetano do Sul e de São José dos Campos, ambas em São Paulo, que tipo de ""sacrifícios"" espera dos funcionários para evitar suspensão de investimentos ou até mesmo fechamento de unidades no País.
</p>",
Reforma da Previdência: um retrato das aposentadorias no Brasil em 6 fatos,"<p class=""text"">
	A história da Previdência no Brasil começa 130 anos atrás, em 1888, com um decreto que regulava a aposentadoria de funcionários dos Correios - e que era curiosamente mais rigoroso do que o sistema atual, levando-se em consideração a expectativa de vida na época: era preciso ter 30 anos de serviço e idade mínima de 60 anos para se aposentar.
</p>",
'Alpinista de biquíni' morre de frio em Taiwan após queda em montanha,"<p class=""text"">
	Uma alpinista taiuanesa famosa por postar fotos vestida de biquíni em topos de montanhas morreu de frio após cair em um barranco, durante uma trilha que fazia sozinha.
</p>",
"Após saída de Paulo Guedes, Bozano muda foco e nome","<p class=""text"">
	Semanas depois de deixar de ter o ministro da Economia, Paulo Guedes, como sócio, a Bozano Investimentos promoveu mais mudanças em sua estrutura: além de os principais executivos da companhia e do empresário Elie Horn (fundador da Cyrela) terem ampliado sua participação no negócio, a companhia vai adotar uma nova marca: Crescera Investimentos.
</p>",
