title,subtitle
"Jornal catalão diz que Neymar e estafe estão ""ficando nervosos"" com demora em definição de futuro","Segundo o ""Mundo Deportivo"", astro esperava que sua saída do PSG estivesse encaminhada nesta altura da janela de transferências "
"Em preleção, Luxemburgo cita virada histórica do Vasco e diz: ""Essa camisa pesa para c...""","Técnico motiva jogadores antes de jogo contra o Palmeiras, na arena do adversário, usando lembrança da Copa Mercosul de 2000, sobre o mesmo adversário"
Nova potência? Entenda por que o México está na briga pelo topo do quadro de medalhas,"País, que costuma brigar pelo quinto e sexto lugares no quadro, disparou nas medalhas por conta do calendário, que tem seus principais esportes nestes primeiros dias"
"Brasileirão de Rainbow Six: no embalo da torcida, Team Liquid bate FaZe Clan e conquista o título","Cameram4n e companhia fazem jogo duro, mas não conseguem segurar sintonia entre jogadores e torcedores da Cavalaria"
Rafael Moura reestreia pelo Goiás e comemora volta ao futebol após mais de um semestre parado,"Atacante de 36 anos entra no segundo tempo do empate contra o Atlético-MG e participa de jogada que quase resultou em gol esmeraldino: ""Aos pouquinhos vamos voltando com o ritmo"""
"""Final do jogo foi cruel"", lamenta Ceni após virada amarga do Corinthians",Tricolor do Pici perdeu por 3 a 1 para o Timão na Arena Castelão
"Pneu furado, derrota inédita no rúgbi, eliminação nas areias: Brasil frustra expectativas do dia no Pan","Favorito ao ouro, Avancini fica com prata após azar no mountain bike; meninas sofrem 1ª derrota para time sul-americano no rúgbi; e homens ficam fora da final pela 1ª vez no vôlei de praia"
"Gerson comemora primeiro gol pelo Flamengo e diz: ""Momento que sempre sonhei""","Meia atuou pela direita neste domingo e fez o primeiro gol do Rubro-Negro na vitória por 3 a 2 sobre o Botafogo, no Maracanã"
"Daniel Alves é disputado por dois clubes espanhóis... nas redes sociais: ""Falamos por DM?""","Depois de anunciar a si mesmo, lateral ganha propostas do Cádiz e do Tenerife, ambos da Segundona da Espanha. Até a esposa do jogador faz lobby por acerto com time de sua cidade"
"Jesus lamenta desfalques no Flamengo e diz: ""Se não dá para caçar com cão, caça com gato""","Contra o Botafogo, Rodrigo Caio e Lincoln deixaram o gramado com dores musculares. Rubro-Negro venceu por 3 a 2, no Maracanã"
"Sampaoli, após Santos assumir a liderança: ""Nosso maior rival agora somos nós mesmos""","Veja como foi a entrevista do técnico após a vitória sobre o Avaí, neste domingo"
"Recém-contratado pelo Ultimate, Antônio ""Malvado"" Trocoli testa positivo em exame antidoping","Destaque do Contender Series, ao vencer por finalização Kenneth Bergh, lutador baiano cai no teste ao apresentar a substância proibida nandrolona, um esteroide anabolizante"
"Firmino cobre as costas com tatuagem em que destaca Maceió, família e a taça da Champions","Fiel às origens, craque do Liverpool passou as férias em Alagoas "
"Carille mira arrancada após virada e diz que ""é muito cedo"" para Corinthians desistir do Brasileirão","Veja a entrevista coletiva do técnico após vitória sobre o Fortaleza, no Castelão"
Benfica vence o Milan por 1 a 0 em amistoso nos Estados Unidos,Time português mantém o bom aproveitamento na pré-temporada
"Craque do Jogo na vitória do Flamengo, Rafinha vê sinal para quarta-feira: ""A sorte tem que virar""",Lateral-direito dá passe para Bruno Henrique marcar o gol salvador no clássico com o Botafogo
Matando a saudade! Santos volta à liderança do Brasileirão após quase três anos e 108 rodadas,"Última vez que o Peixe esteve na ponta do campeonato foi em 2016, ano em que ficou com o vice-campeonato"
"Atuações do Botafogo: Jonathan inicia bem e cai, Alex Santana pouco aparece e Diego Souza é o melhor","Lateral-esquerdo faz excelente primeiro tempo, mesmo com Gabriel e Gerson insistindo em atacar por seu setor; no segundo gol do Fla, vacila; Diego marca e volta para criar"
"Atuações do Flamengo: Gabigol, Rafinha e Gerson comandam vitória; Diego Alves é vaiado","Rubro-Negro vence o Botafogo por 3 a 2 no Maracanã, pela 12ª rodada do Campeonato Brasileiro"
"Jorge Sampaoli, do Santos, vira primeiro técnico suspenso por três cartões amarelos no Brasileirão","Técnico do Peixe é primeira ""vítima"" de nova regra da CBF e não comanda time contra o Goiás"
Central do Apito: Salvio vê lances para expulsões de Cuéllar e Rafinha no clássico Flamengo x Botafogo,"Volante faz falta dura em Marcinho aos 43 minutos do primeiro tempo, as recebe apenas o cartão amarelo. Botafogo questiona no Twitter"
Rodrigo Caio deixa clássico contra o Botafogo e vira problema para o Flamengo,Zagueiro reclama de dores na perna esquerda e é substituído nos minutos iniciais do jogo no Maracanã
"CBLoL 2019: Uppercut domina KaBuM, e Flamengo volta a ser líder com vitória sobre Redemption",Cangurus jogam o fino contra Ninjas e ficam próximos da classificação para playoffs. Rubro-Negro retoma primeira colocação levando vantagem no tempo de vitória
"Paulinho faz dois gols, Guangzhou Evergrande vence e se isola na liderança do Chinês",Alex Teixeira também marca duas vezes e garante três pontos para o Jiangsu Suning
Napoli derrota o Liverpool por 3 a 0 com show de Insigne em amistoso,Atual campeão europeu chega a quatro jogos sem vitória na pré-temporada
"Dana White confirma nova luta de BJ Penn mas afirma: ""Garanto que será a última vez dele no UFC""","Presidente do Ultimate diz que havaiano o inferniizou com pedido de luta e propôs um acordo. Ganhando, perdendo ou empatando, será o último combate do Hall da Fama no evento"
Fã de Ronaldo e com raízes indígenas: Cavani abre mão da badalação para ser feliz em Salto,"Atacante do Paris Saint-Germain recebe equipe do Esporte Espetacular, fala sobre vida no campo, sonhos de criança e idolatria pelo Fenômeno"
"Saída de Gareth Bale do Real Madrid para o Jiangsu Sunning, da China, é interrompida","De acordo com jornais espanhóis, família do atacante não quer se mudar para o país asiático"
"Com salários atrasados, Figueira ameaça WO na Série B; saiba quais punições podem ser aplicadas",Alvinegro será declarado perdedor por 3 a 0 e com risco de multa de R$ 100 a R$ 100 mil
VC Escala: Léo Valencia está entre os preferidos na internet para ser titular do Botafogo no clássico,"No primeiro jogo após a saída de Erik, Eduardo Barroca deve optar por Rodrigo Pimpão no ataque, mas torcedores pedem entrada de chileno"
"Talles Magno joga dois dias seguidos e encanta colegas de Vasco: ""Fenômeno""",Atacante de 17 anos entra no segundo tempo contra o Palmeiras um dia depois de atuar pela seleção sub-17 em amistoso contra o Paraguai
Fortaleza x Corinthians: tudo o que você precisa saber sobre o jogo da rodada #12,"Veja escalações, desfalques, pendurados, arbitragem e transmissão do jogo deste domingo"
VC Escala: rubro-negros apostam em Reinier como solução dos problemas ofensivos de Jesus,Jovem recebe 26.766 votos na enquete do GloboEsporte.com. Gabigol é o mais escolhido
Odair roda grupo com 27 jogadores em três jogos e solidifica alternativas ao Inter,"Apenas com Marcelo Lomba como representante do time ideal, Colorado vence o Ceará por 1 a 0 no Beira-Rio, neste sábado, pela 12ª rodada do Brasileirão"
"Análise: São Paulo melhora de novo com Toró e Everton, e Cuca passa a ter mais de 11 titulares",Substituições tornam time mais veloz e perigoso nos contra-ataques na vitória sobre o Fluminense. Igor Gomes sai do banco e também participa da jogada que origina o pênalti
"Invicto na Vila Belmiro em 2019, Santos terá dois jogos seguidos no estádio, de olho na liderança",Peixe não joga há mais de um mês em sua casa por conta da pausa para a Copa América e pode assumir a ponta do Brasileirão com vitória simples sobre o lanterna Avaí neste domingo
Análise: empate contra um líder reserva diz muito sobre limitações e esperanças do Vasco,"Um abismo ainda separa o time cruz-maltino dos líderes do Brasileirão, mas há sinais de evolução com Vanderlei Luxemburgo"
"Liverpool anuncia contratação de atacante de 16 anos, o mais jovem a jogar na Premier League","Atual campeão europeu oficializa a chegada de Harvey Elliott, que estava no Fulham e estreou na liga com 16 anos e 30 dias, na temporada passada"
Análise: Palmeiras cai de rendimento após a Copa América e vê pressão mudar de lado,Desempenho ruim que tirou o time da Copa do Brasil ameaça Campeonato Brasileiro e também a Libertadores; torcedores protestam após empate com o Vasco
"A caminho do Flamengo, craque da Taça das Favelas mira encontro com ídolo: ""Sonho conhecer Gabigol""","Aos 17 anos de idade, Ronald, do Gogó da Ema, ganha convite ao vivo do clube para fazer testes depois da conquista do título"
"Antes de pegar o Cruzeiro, River Plate usa time misto e empata na estreia do Campeonato Argentino",Marcelo Gallardo usa apenas cinco jogadores que atuaram no empate com Raposa na última terça e fica no 1 a 1 com Argentinos Juniors na primeira rodada da Superliga 
"Muriel não vê falha no primeiro gol na derrota do Fluminense: ""Em cima da hora, a bola mudou a trajetória""",Goleiro afirma que Tricolor merecia vitória contra o São Paulo e promete empenho para tirar o time da atual situação
"Capitão do Vasco, Castán ironiza árbitro em pênalti e fala em ""jogar com o braço amarrado da próxima vez""","Zagueiro diz que se virou e a bola pegou em seu braço. Para ele, evolução vascaína permite ao time ""encerrar o ano com tranquilidade, quem sabe olhando para cima"""
"Athletico zoa após segunda vitória como visitante: ""Parece que tem grama sintética no Mineirão""","Furacão venceu o Cruzeiro por 2 a 0, com gols de Jonathan e Bruno Guimarães, neste sábado, e conquistou a segunda vitória consecutiva fora de casa"
"Ribéry, Rondón, Diego Costa... A ousada caça do Flamengo pelo atacante dos sonhos de Jesus","Faltando quatro dias para o fim da janela internacional, Rubro-Negro ainda observa mercado para atender pedido. Consulta por francês esbarrou em valores e desejo de seguir na Europa"
"Em quarto lugar no Pan de Lima, Iêda Guimarães garante vaga olímpica no pentatlo ","Mesmo sem medalha, a brasileira foi a melhor sul-americana da prova, conquistando assim a vaga nos Jogos de Tóquio 2020"
"Felipão ironiza protesto de torcedores: ""Pipoca? É bom com sal ou açúcar. Muito bom""",Palmeiras fica no empate por 1 a 1 contra o Vasco neste sábado e pode perder a liderança do Brasileirão para o Santos neste domingo
"Com Reinier e sem Léo Duarte, Flamengo divulga relacionados para clássico contra o Botafogo",Jovem de 17 anos treina e é convocado pela primeira vez para um jogo do elenco profissional. Zagueiro está a caminho do Milan
"Luxemburgo vê empate ""muito bom"" do Vasco contra o Palmeiras, mas alerta para criação","Cruz-Maltino volta de São Paulo com um ponto na bagagem. Técnico valoriza marcação da equipe, mas vê pouca criatividade na frente"
"Marcos Júnior lamenta gol perdido no empate do Vasco fora de casa: ""Vou sonhar com essa bola""","Volante teve oportunidade de fazer o segundo para o Cruz-Maltino no fim do segundo tempo, mas cabeceou na trave"
"Copa do Mundo de Fortnite 2019: duplas de brasileiros ficam entre últimos, mas faturam R$ 378 mil","Nicks e pfzin fecham competição em 47º lugar, e Gustavox8 e wisheydp, em 48º. Europeus aqua e Nyhrox ficam com título dos duos em Nova York e embolsam R$ 11,3 milhões"
Palmeiras x Vasco: Casagrande critica atraso no recomeço do jogo por conta da presença de Jair Bolsonaro,"""A coisa mais importante neste momento é o jogo de futebol. Ninguém pode atrapalhar, tem horário de começar. Pode ser quem for"", diz comentarista"
"Antes de duelo com Palmeiras, Godoy Cruz perde para o San Lorenzo em jogo de duas viradas","Com apenas um titular em campo, rival palmeirense na Libertadores é derrotado por 3 a 2 no Nuevo Gasómetro na primeira rodada do Campeonato Argentino. Ciclón também usa reservas"
"Sílvio entra com número de camisa errado no Londrina, leva cartão e está fora contra o Paraná","Zagueiro começa com a mesma numeração de Marcondes, companheiro de zaga. Arbitragem percebe, pede a troca e adverte o jogador. Ele está suspenso para jogo de terça-feira"
